"Player","ID","Team","Opponent","Round","Kicks","Marks","Hand Balls","Disp","Goals","Behinds","Hit Outs","Tackles","Rebounds","Inside 50","Clearances","Clangers","Frees For","Frees Against","Brownlow","Contested Possessions","Uncontested Possessions","Contested Marks","Marks Inside 50","One Percenters","Bounces","Goal Assists","% Time Played"
"David Astbury",11828,"RI","CA","1",10,7,6,16,0,0,0,0,4,1,0,3,0,0,0,6,9,2,0,6,0,0,90
"Trent Cotchin",11666,"RI","CA","1",14,0,7,21,0,0,0,6,5,1,3,3,2,2,0,10,11,0,0,0,0,0,83
"Shane Edwards",11557,"RI","CA","1",7,1,5,12,1,0,0,3,0,3,2,3,1,1,0,6,4,0,0,0,0,1,83
"Brandon Ellis",12034,"RI","CA","1",11,3,10,21,0,0,0,2,0,0,3,3,0,0,0,8,12,1,0,0,1,1,88
"Corey Ellis",12346,"RI","CA","1",8,3,3,11,1,0,0,4,1,4,0,1,1,0,0,3,8,1,0,1,0,0,81
"Ben Griffiths",11850,"RI","CA","1",6,4,4,10,0,0,7,1,0,5,1,1,0,1,0,5,5,0,1,3,0,3,71
"Dylan Grimes",11879,"RI","CA","1",4,3,2,6,0,0,0,2,0,1,0,4,0,3,0,1,5,0,0,6,0,0,84
"Shaun Hampson",11619,"RI","CA","1",2,1,6,8,0,1,24,0,1,0,1,1,1,0,0,3,5,0,0,3,0,0,76
"Bachar Houli",11566,"RI","CA","1",15,6,9,24,0,0,0,0,8,3,1,5,0,1,0,5,14,1,0,3,0,1,90
"Kane Lambert",12333,"RI","CA","1",16,8,12,28,1,0,0,7,2,4,3,6,1,2,0,10,20,0,2,2,1,1,83
"Sam Lloyd",12263,"RI","CA","1",10,3,4,14,2,0,0,3,0,4,2,2,0,1,0,6,7,1,0,0,0,0,87
"Dustin Martin",11794,"RI","CA","1",15,2,9,24,0,0,0,3,3,2,6,5,0,2,1,7,18,0,0,1,0,2,81
"Kamdyn McIntosh",12317,"RI","CA","1",8,4,6,14,0,0,0,2,1,2,3,1,3,0,0,7,9,0,0,2,0,0,87
"Connor Menadue",12356,"RI","CA","1",7,4,6,13,2,0,0,4,3,1,1,3,0,2,0,4,9,0,2,1,0,2,82
"Anthony Miles",12059,"RI","CA","1",6,1,13,19,1,0,0,4,1,4,7,3,2,1,0,13,6,0,0,0,0,0,72
"Steven Morris",12033,"RI","CA","1",2,0,2,4,0,0,0,2,0,2,0,0,0,0,0,1,3,0,0,1,0,0,71
"Alex Rance",11733,"RI","CA","1",9,7,11,20,0,0,0,4,1,1,0,2,0,1,2,9,11,2,0,0,0,1,98
"Jack Riewoldt",11576,"RI","CA","1",10,6,8,18,2,1,0,3,0,1,2,3,2,2,0,9,10,0,3,0,0,0,96
"Daniel Rioli",12403,"RI","CA","1",6,2,1,7,0,2,0,6,1,3,0,0,1,0,0,1,5,0,1,0,0,0,69
"Jacob Townsend",12023,"RI","CA","1",9,4,7,16,0,0,1,3,1,4,2,3,0,1,0,8,8,0,0,0,0,0,78
"Ty Vickery",11767,"RI","CA","1",6,4,2,8,3,2,1,0,0,0,0,0,1,0,0,3,5,2,3,0,0,0,72
"Nick Vlastuin",12174,"RI","CA","1",10,6,8,18,1,0,0,1,6,0,1,1,1,1,0,6,12,0,0,3,0,0,80
"Blaine Boekhorst",12341,"CA","RI","1",11,6,4,15,0,1,0,3,1,5,1,0,0,0,0,4,9,0,0,2,0,0,88
"Dylan Buckley",12159,"CA","RI","1",2,3,1,3,0,0,0,3,0,1,0,3,1,2,0,1,3,0,0,0,0,0,88
"Levi Casboult",12114,"CA","RI","1",8,7,4,12,0,2,1,2,0,1,0,1,1,0,0,5,6,2,3,1,0,0,88
"Patrick Cripps",12261,"CA","RI","1",8,4,19,27,1,1,1,3,1,2,10,2,0,2,3,17,10,0,1,1,0,0,84
"Ed Curnow",11883,"CA","RI","1",9,1,11,20,0,0,0,4,3,1,3,2,0,0,0,8,12,0,0,1,1,0,77
"Sam Docherty",12170,"CA","RI","1",13,6,16,29,0,0,0,2,3,1,0,2,2,0,0,8,21,1,0,3,0,0,84
"Andrejs Everitt",11591,"CA","RI","1",8,5,9,17,2,0,0,2,0,2,1,1,1,0,0,6,11,0,2,0,1,1,72
"Bryce Gibbs",11535,"CA","RI","1",15,6,15,30,1,0,2,7,1,4,2,2,1,1,0,7,22,0,1,0,0,1,82
"Nick Graham",12222,"CA","RI","1",13,7,10,23,0,1,0,3,1,4,1,2,2,1,0,4,19,0,1,0,0,1,88
"Michael Jamison",11610,"CA","RI","1",4,3,5,9,0,0,0,0,2,0,1,1,0,1,0,4,7,0,0,6,0,0,85
"Sam Kerridge",12052,"CA","RI","1",16,7,8,24,0,1,0,2,0,8,6,4,1,1,0,10,15,0,1,0,0,1,86
"Matthew Kreuzer",11645,"CA","RI","1",5,2,5,10,1,0,16,3,2,2,3,4,0,2,0,4,5,0,0,4,0,0,68
"Jed Lamb",12182,"CA","RI","1",9,2,4,13,1,0,0,1,0,1,0,3,2,1,0,4,9,0,1,2,1,0,78
"Marc Murphy",4148,"CA","RI","1",16,7,11,27,1,1,0,6,1,6,3,1,4,0,0,6,20,0,1,0,1,1,73
"Andrew Phillips",12075,"CA","RI","1",3,2,2,5,1,0,21,2,0,2,1,1,0,1,0,4,3,1,1,3,0,0,67
"Sam Rowe",12157,"CA","RI","1",7,6,5,12,0,0,0,0,1,1,0,2,1,1,0,3,9,1,0,7,0,0,98
"Kade Simpson",1456,"CA","RI","1",21,10,10,31,0,0,0,1,7,4,2,2,1,0,0,6,23,0,1,2,0,0,95
"Zach Tuohy",11973,"CA","RI","1",13,5,5,18,0,0,0,1,1,6,0,3,1,2,0,5,14,0,0,2,0,2,89
"Andrew Walker",3969,"CA","RI","1",7,4,2,9,1,1,0,1,0,2,0,1,1,0,0,6,3,2,3,1,0,1,80
"Jacob Weitering",12402,"CA","RI","1",12,7,5,17,0,0,0,1,1,2,0,0,0,0,0,6,11,3,0,3,0,0,81
"Simon White",11826,"CA","RI","1",8,2,5,13,0,0,0,1,3,0,0,2,1,1,0,5,9,0,0,5,0,0,77
"Matthew Wright",11929,"CA","RI","1",7,3,5,12,3,1,0,3,0,2,0,0,1,0,0,6,6,0,2,0,0,0,72
"Tomas Bugg",12016,"ME","GW","1",5,0,8,13,0,0,0,3,1,0,0,4,2,1,0,6,8,0,0,1,0,0,74
"Sam Frost",12119,"ME","GW","1",4,4,3,7,0,1,0,0,0,2,0,3,0,2,0,0,7,0,1,2,0,0,66
"Colin Garland",11560,"ME","GW","1",8,8,3,11,0,0,0,3,1,0,0,1,0,1,0,1,10,0,0,3,0,0,88
"Jeff Garlett",11711,"ME","GW","1",9,3,3,12,2,0,0,5,0,3,0,4,0,2,0,1,10,0,1,1,3,0,83
"Max Gawn",11966,"ME","GW","1",6,4,8,14,0,1,26,2,0,3,0,2,3,2,0,6,8,2,1,2,0,0,88
"James Harmes",12379,"ME","GW","1",4,2,4,8,1,0,0,1,0,2,0,2,0,1,0,3,6,0,0,3,3,1,64
"Jesse Hogan",12321,"ME","GW","1",14,6,3,17,3,0,0,3,1,6,0,4,3,0,0,8,10,1,1,2,1,0,91
"Neville Jetta",11723,"ME","GW","1",7,4,8,15,0,0,0,5,0,0,0,1,1,0,0,4,11,0,0,3,0,0,94
"Matt Jones",12148,"ME","GW","1",7,6,14,21,0,0,0,3,1,1,1,0,1,0,0,8,13,0,0,1,0,0,86
"Nathan Jones",2447,"ME","GW","1",14,3,13,27,0,1,0,4,1,8,3,3,0,3,0,6,19,1,0,0,0,0,91
"Ben Kennedy",12178,"ME","GW","1",12,4,9,21,1,1,0,1,1,3,2,0,0,0,0,8,13,0,1,4,2,3,82
"Dean Kent",12184,"ME","GW","1",11,5,2,13,1,0,0,3,0,4,0,3,1,1,0,2,12,0,0,0,2,0,87
"Oscar McDonald",12394,"ME","GW","1",3,3,8,11,0,0,0,0,2,1,0,2,0,1,0,4,7,1,0,3,0,0,66
"Tom McDonald",12009,"ME","GW","1",17,8,5,22,0,0,0,0,5,1,0,1,1,0,0,6,13,2,0,6,2,0,92
"Clayton Oliver",12410,"ME","GW","1",5,2,17,22,0,0,0,2,1,1,7,3,1,1,2,15,7,1,0,2,0,0,58
"Cameron Pedersen",11903,"ME","GW","1",8,4,4,12,0,0,1,4,2,2,1,3,1,2,0,6,7,1,2,1,0,0,83
